2.615776849760607092e-01,2.556501780061060103e-01,9.309906003983489109e-01
3.220370941707386692e-01,7.999586835875187926e-07,9.468644673174276827e-01
3.569915721501930594e-01,4.006737189209518823e-01,8.439757653711252861e-01
4.483445067529748806e-01,7.130469926536385783e-01,5.391633800392826581e-01
5.507814116108432634e-01,6.824409353004224910e-01,4.805834223271474581e-01
7.488712324316691982e-01,4.554059253801362418e-05,6.629595498958593680e-01
3.308381769108174053e-01,5.772639306612015186e-01,7.466152679228572620e-01
4.138729023355566250e-01,7.844456294566182208e-01,4.620576084562434960e-01
7.319776974108020973e-01,3.952558696925052573e-01,5.549985353505484387e-01
6.645790977735586136e-01,6.188874479363484804e-05,7.476391134706950048e-01
5.172399800902426348e-01,4.498975649396006471e-01,7.280994027144915837e-01
9.817974009994875351e-01,1.899515683023825785e-01,2.735218188169891194e-07
1.000000413464600557e+00,1.573929621077391297e-08,1.573929621077391297e-08
6.770660524494529486e-01,6.803132212874865026e-01,2.808004246936736670e-01
6.775075945755075768e-01,5.685674264555712343e-01,4.666626097160412878e-01
9.339714628324943257e-01,3.573881421061639863e-01,2.107573808874551157e-06
3.250146601815829817e-01,8.514343826346296717e-01,4.118112201561853758e-01
5.567469082546183369e-05,4.041404222752033593e-01,9.180201780027970049e-01
8.894933844670800394e-01,9.044890215131876335e-08,4.569673196691378947e-01
9.588646933040434472e-01,2.839020273944011241e-01,1.029612626130783703e-06
3.184061114781862045e-01,7.414240304282546656e-01,5.910214716727276718e-01
9.478796414542288717e-01,2.262822473211553844e-07,3.186751708891186197e-01
3.568389201863026993e-11,3.568394903299744780e-11,1.000000005176142848e+00
2.176944363363182700e-01,9.760333285261948433e-01,1.934868837855741111e-06
8.272512628601388363e-01,4.862559342050592367e-06,5.621731840244783562e-01
8.100520624820802817e-01,3.150243153198966639e-01,4.945927243657381456e-01
8.471785644490901213e-01,5.314596149356889399e-01,1.232040916540387539e-05
6.436901549557018098e-01,4.670413548255180070e-01,6.062555310329451608e-01
2.837388020540507205e-01,9.099034439949729158e-01,3.029290410889058927e-01
4.007403075197024656e-01,1.520451494275024341e-05,9.162509744058243699e-01
5.489183567836262156e-01,5.258173834099389987e-01,6.497804006273636412e-01
4.313337070657234928e-01,9.022906331537947633e-01,2.885592748096708280e-05
8.583230506332983900e-01,8.067146716957155565e-06,5.131611344425621724e-01
4.896190217417082380e-01,8.720285646526327872e-01,3.899127577635721489e-05
4.293939278532317716e-01,4.791570588549499132e-01,7.655776381701223654e-01
